,2021-03-04,2020-12-03,2020-09-03,2020-05-28
Intangible Assets,342000000.0,336000000.0,334000000.0,332000000.0
Capital Surplus,9234000000.0,9034000000.0,8917000000.0,8764000000.0
Total Liab,13472000000.0,13784000000.0,14682000000.0,14087000000.0
Total Stockholder Equity,40663000000.0,39907000000.0,38996000000.0,37820000000.0
Other Current Liab,2781000000.0,3068000000.0,3271000000.0,2757000000.0
Total Assets,54135000000.0,53691000000.0,53678000000.0,52005000000.0
Common Stock,120000000.0,120000000.0,119000000.0,119000000.0
Other Current Assets,1999000000.0,285000000.0,304000000.0,237000000.0
Retained Earnings,34723000000.0,34138000000.0,33384000000.0,32402000000.0
Other Liab,1213000000.0,1211000000.0,1141000000.0,1006000000.0
Good Will,1228000000.0,1228000000.0,1228000000.0,1228000000.0
Treasury Stock,-3414000000.0,-3385000000.0,-3424000000.0,-3465000000.0
Other Assets,1547000000.0,1528000000.0,1488000000.0,1289000000.0
Cash,6507000000.0,5985000000.0,7624000000.0,8267000000.0
Total Current Liabilities,5433000000.0,5688000000.0,6635000000.0,6185000000.0
Deferred Long Term Asset Charges,726000000.0,726000000.0,707000000.0,775000000.0
Short Long Term Debt,196000000.0,195000000.0,194000000.0,195000000.0
Other Stockholder Equity,81000000.0,110000000.0,71000000.0,-11000000.0
Property Plant Equipment,32423000000.0,32806000000.0,31615000000.0,30680000000.0
Total Current Assets,17279000000.0,16529000000.0,17965000000.0,17899000000.0
Long Term Investments,1316000000.0,1264000000.0,1048000000.0,577000000.0
Net Tangible Assets,39093000000.0,38343000000.0,37434000000.0,36260000000.0
Short Term Investments,677000000.0,1047000000.0,518000000.0,391000000.0
Net Receivables,3353000000.0,3691000000.0,3912000000.0,3599000000.0
Long Term Debt,5903000000.0,5903000000.0,5963000000.0,5962000000.0
Inventory,4743000000.0,5521000000.0,5607000000.0,5405000000.0
Accounts Payable,1628000000.0,1656000000.0,2191000000.0,2234000000.0
Minority Interest,,,,98000000.0
